Year,Country,Country (Code),Attribute,Sector (NACE rev. 2),Value
2012,Romania,RO,Number of persons employed,Food,164526
2012,Romania,RO,Number of persons employed,"Food, beverage and tobacco",187037
2012,Romania,RO,Number of persons employed,Forestry,56600
2012,Romania,RO,Number of persons employed,Leather,23634.70374
2012,Romania,RO,Number of persons employed,Liquid biofuels,1192.601075
2012,Romania,RO,Number of persons employed,Paper,12196.625
2012,Romania,RO,Number of persons employed,Rubber and bio-based plastics,2402.204281
2012,Romania,RO,Number of persons employed,Tobacco,1574
2012,Romania,RO,Number of persons employed,Total sectors,8605100
2012,Romania,RO,Number of persons employed,Wood products,57972.40827
2012,Romania,RO,Number of persons employed,Wood products and furniture,104671.7999
2012,Romania,RO,Number of persons employed,Wooden furniture,46699.39159
2012,Slovakia,SK,Number of persons employed,Agriculture,46790
2012,Slovakia,SK,Number of persons employed,Beverage,5427
2012,Slovakia,SK,Number of persons employed,Bio-based chemicals (excluding biofuels),185.024322
2012,Slovakia,SK,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",3280.121245
2012,Slovakia,SK,Number of persons employed,Bio-based electricity,179.2161567
2012,Slovakia,SK,Number of persons employed,Bio-based pharmaceuticals,1390.053579
2012,Slovakia,SK,Number of persons employed,Bio-based textile,1746.089677
2012,Slovakia,SK,Number of persons employed,Bio-based textiles,12488.17087
2012,Slovakia,SK,Number of persons employed,Bio-based wearing apparel,6785.456191
2012,Slovakia,SK,Number of persons employed,Biodiesel,0
2012,Slovakia,SK,Number of persons employed,Bioeconomy,162457.122
2012,Slovakia,SK,Number of persons employed,Bioethanol,84.49282045
2012,Slovakia,SK,Number of persons employed,Fishing and Aquaculture,170
2012,Slovakia,SK,Number of persons employed,Food,34576
2012,Slovakia,SK,Number of persons employed,"Food, beverage and tobacco",40003
2012,Slovakia,SK,Number of persons employed,Forestry,23600
2012,Slovakia,SK,Number of persons employed,Leather,3956.625
2012,Slovakia,SK,Number of persons employed,Liquid biofuels,84.49282045
2012,Slovakia,SK,Number of persons employed,Paper,4422.75
2012,Slovakia,SK,Number of persons employed,Rubber and bio-based plastics,1705.043344
2012,Slovakia,SK,Number of persons employed,Total sectors,2329000
2012,Slovakia,SK,Number of persons employed,Wood products,22941.61076
2012,Slovakia,SK,Number of persons employed,Wood products and furniture,31439.37095
2012,Slovakia,SK,Number of persons employed,Wooden furniture,8497.760188
2012,Slovenia,SI,Number of persons employed,Agriculture,70860
2012,Slovenia,SI,Number of persons employed,Beverage,1656
2012,Slovenia,SI,Number of persons employed,Bio-based chemicals (excluding biofuels),91.2397069
2012,Slovenia,SI,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",3696.817788
2012,Slovenia,SI,Number of persons employed,Bio-based electricity,60.11295054
2012,Slovenia,SI,Number of persons employed,Bio-based pharmaceuticals,2972.5
2012,Slovenia,SI,Number of persons employed,Bio-based textile,1456.957464
2012,Slovenia,SI,Number of persons employed,Bio-based textiles,4194.371522
2012,Slovenia,SI,Number of persons employed,Bio-based wearing apparel,1466.539058
2012,Slovenia,SI,Number of persons employed,Biodiesel,0
2012,Slovenia,SI,Number of persons employed,Bioeconomy,117024.6901
2012,Slovenia,SI,Number of persons employed,Bioethanol,0
2012,Slovenia,SI,Number of persons employed,Fishing and Aquaculture,240
2012,Slovenia,SI,Number of persons employed,Food,14243
2012,Slovenia,SI,Number of persons employed,"Food, beverage and tobacco",15899
2012,Slovenia,SI,Number of persons employed,Forestry,6180
2012,Slovenia,SI,Number of persons employed,Leather,1270.875
2012,Slovenia,SI,Number of persons employed,Liquid biofuels,0
2012,Slovenia,SI,Number of persons employed,Paper,3543.125
2012,Slovenia,SI,Number of persons employed,Rubber and bio-based plastics,633.0780815
2012,Slovenia,SI,Number of persons employed,Total sectors,923800
2012,Slovenia,SI,Number of persons employed,Wood products,8512.903519
2012,Slovenia,SI,Number of persons employed,Wood products and furniture,12351.26289
2012,Slovenia,SI,Number of persons employed,Wooden furniture,3838.359367
2012,Spain,ES,Number of persons employed,Agriculture,685800
2012,Spain,ES,Number of persons employed,Beverage,47051
2012,Spain,ES,Number of persons employed,Bio-based chemicals (excluding biofuels),6947.435733
2012,Spain,ES,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",31282.56439
2012,Spain,ES,Number of persons employed,Bio-based electricity,473.9456099
2012,Spain,ES,Number of persons employed,Bio-based pharmaceuticals,19738.77613
2012,Spain,ES,Number of persons employed,Bio-based textile,12715.96674
2012,Spain,ES,Number of persons employed,Bio-based textiles,46541.93291
2012,Spain,ES,Number of persons employed,Bio-based wearing apparel,19336.08109
2012,Spain,ES,Number of persons employed,Biodiesel,1572.391157
2012,Spain,ES,Number of persons employed,Bioeconomy,1322917.478
2012,Spain,ES,Number of persons employed,Bioethanol,307.6059326
2012,Spain,ES,Number of persons employed,Fishing and Aquaculture,44600
2012,Spain,ES,Number of persons employed,Food,313386
2012,Spain,ES,Number of persons employed,"Food, beverage and tobacco",363209
2012,Spain,ES,Number of persons employed,Forestry,15700
2012,Spain,ES,Number of persons employed,Leather,14489.88508
2012,Spain,ES,Number of persons employed,Liquid biofuels,1879.99709
2012,Spain,ES,Number of persons employed,Paper,44695.375
2012,Spain,ES,Number of persons employed,Rubber and bio-based plastics,4596.352527
2012,Spain,ES,Number of persons employed,Tobacco,2772
2012,Spain,ES,Number of persons employed,Total sectors,17632700
2012,Spain,ES,Number of persons employed,Wood products,53952.69568
2012,Spain,ES,Number of persons employed,Wood products and furniture,88734.66319
2012,Spain,ES,Number of persons employed,Wooden furniture,34781.96751
2012,Sweden,SE,Number of persons employed,Agriculture,64000
2012,Sweden,SE,Number of persons employed,Beverage,5534
2012,Sweden,SE,Number of persons employed,Bio-based chemicals (excluding biofuels),3141.224034
2012,Sweden,SE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",10951.44897
2012,Sweden,SE,Number of persons employed,Bio-based electricity,960.6670709
2012,Sweden,SE,Number of persons employed,Bio-based pharmaceuticals,7344.540472
2012,Sweden,SE,Number of persons employed,Bio-based textile,1481.614013
2012,Sweden,SE,Number of persons employed,Bio-based textiles,1970.663863
2012,Sweden,SE,Number of persons employed,Bio-based wearing apparel,271.5498497
2012,Sweden,SE,Number of persons employed,Biodiesel,471.6783409
2012,Sweden,SE,Number of persons employed,Bioeconomy,265643.6578
2012,Sweden,SE,Number of persons employed,Bioethanol,1072.220756
2012,Sweden,SE,Number of persons employed,Fishing and Aquaculture,1000
2012,Sweden,SE,Number of persons employed,Food,57769
2012,Sweden,SE,Number of persons employed,"Food, beverage and tobacco",65529
2012,Sweden,SE,Number of persons employed,Forestry,43000
2012,Sweden,SE,Number of persons employed,Leather,217.5
2012,Sweden,SE,Number of persons employed,Liquid biofuels,1543.899097
2012,Sweden,SE,Number of persons employed,Paper,34429.5
2012,Sweden,SE,Number of persons employed,Rubber and bio-based plastics,465.6844612
2012,Sweden,SE,Number of persons employed,Tobacco,2226
2012,Sweden,SE,Number of persons employed,Total sectors,4657100
2012,Sweden,SE,Number of persons employed,Wood products,34119.01768
2012,Sweden,SE,Number of persons employed,Wood products and furniture,42258.47881
2012,Sweden,SE,Number of persons employed,Wooden furniture,8139.461124
2012,United Kingdom,UK,Number of persons employed,Agriculture,379310
2012,United Kingdom,UK,Number of persons employed,Beverage,44195
2012,United Kingdom,UK,Number of persons employed,Bio-based chemicals (excluding biofuels),8959.315359
2012,United Kingdom,UK,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",34375.50358
2012,United Kingdom,UK,Number of persons employed,Bio-based electricity,778.0478849
2012,United Kingdom,UK,Number of persons employed,Bio-based pharmaceuticals,21782.88358
2012,United Kingdom,UK,Number of persons employed,Bio-based textile,17160.35193
2012,United Kingdom,UK,Number of persons employed,Bio-based textiles,30228.71704
2012,United Kingdom,UK,Number of persons employed,Bio-based wearing apparel,9294.583372
2012,United Kingdom,UK,Number of persons employed,Biodiesel,268.2137244
2012,United Kingdom,UK,Number of persons employed,Bioeconomy,1047766.194
2012,United Kingdom,UK,Number of persons employed,Bioethanol,1229.520424
2012,United Kingdom,UK,Number of persons employed,Fishing and Aquaculture,9850
2012,United Kingdom,UK,Number of persons employed,Food,358671
2012,United Kingdom,UK,Number of persons employed,"Food, beverage and tobacco",403252
2012,United Kingdom,UK,Number of persons employed,Forestry,20950
2012,United Kingdom,UK,Number of persons employed,Leather,3773.781738
2012,United Kingdom,UK,Number of persons employed,Liquid biofuels,1497.734148
2012,United Kingdom,UK,Number of persons employed,Paper,63454.25
2012,United Kingdom,UK,Number of persons employed,Rubber and bio-based plastics,3633.304645
2012,United Kingdom,UK,Number of persons employed,Tobacco,386
2012,United Kingdom,UK,Number of persons employed,Total sectors,29595700
2012,United Kingdom,UK,Number of persons employed,Wood products,65424.06465
2012,United Kingdom,UK,Number of persons employed,Wood products and furniture,104069.941
2012,United Kingdom,UK,Number of persons employed,Wooden furniture,38645.87638
2013,Austria,AT,Number of persons employed,Agriculture,159300
2013,Austria,AT,Number of persons employed,Beverage,8891
2013,Austria,AT,Number of persons employed,Bio-based chemicals (excluding biofuels),1041.137543
2013,Austria,AT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",9440.281768
2013,Austria,AT,Number of persons employed,Bio-based electricity,654.82672
2013,Austria,AT,Number of persons employed,Bio-based pharmaceuticals,8170.729628
2013,Austria,AT,Number of persons employed,Bio-based textile,3389.9293
2013,Austria,AT,Number of persons employed,Bio-based textiles,8433.477215
2013,Austria,AT,Number of persons employed,Bio-based wearing apparel,2011.797915
2013,Austria,AT,Number of persons employed,Biodiesel,1049.263009
2013,Austria,AT,Number of persons employed,Bioeconomy,343671.098
2013,Austria,AT,Number of persons employed,Bioethanol,0
2013,Austria,AT,Number of persons employed,Fishing and Aquaculture,330
2013,Austria,AT,Number of persons employed,Food,71645
2013,Austria,AT,Number of persons employed,"Food, beverage and tobacco",80536
2013,Austria,AT,Number of persons employed,Forestry,22950
2013,Austria,AT,Number of persons employed,Leather,3031.75
2013,Austria,AT,Number of persons employed,Liquid biofuels,1049.263009
2013,Austria,AT,Number of persons employed,Paper,16668.375
2013,Austria,AT,Number of persons employed,Rubber and bio-based plastics,228.4145968
2013,Austria,AT,Number of persons employed,Total sectors,4104700
2013,Austria,AT,Number of persons employed,Wood products,33521.53093
2013,Austria,AT,Number of persons employed,Wood products and furniture,44308.87424
2013,Austria,AT,Number of persons employed,Wooden furniture,10787.3433
2013,Belgium,BE,Number of persons employed,Agriculture,57200
2013,Belgium,BE,Number of persons employed,Beverage,10214
2013,Belgium,BE,Number of persons employed,Bio-based chemicals (excluding biofuels),2810.13603
2013,Belgium,BE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",14343.34785
2013,Belgium,BE,Number of persons employed,Bio-based electricity,457.481408
2013,Belgium,BE,Number of persons employed,Bio-based pharmaceuticals,11157.40563
2013,Belgium,BE,Number of persons employed,Bio-based textile,5874.933789
2013,Belgium,BE,Number of persons employed,Bio-based textiles,7115.631554
2013,Belgium,BE,Number of persons employed,Bio-based wearing apparel,1142.447765
2013,Belgium,BE,Number of persons employed,Biodiesel,408.9435734
2013,Belgium,BE,Number of persons employed,Bioeconomy,208617.6946
2013,Belgium,BE,Number of persons employed,Bioethanol,751.7696386
2013,Belgium,BE,Number of persons employed,Fishing and Aquaculture,400
2013,Belgium,BE,Number of persons employed,Food,85629
2013,Belgium,BE,Number of persons employed,"Food, beverage and tobacco",97287
2013,Belgium,BE,Number of persons employed,Forestry,2400
2013,Belgium,BE,Number of persons employed,Leather,98.25
2013,Belgium,BE,Number of persons employed,Liquid biofuels,1160.713212
2013,Belgium,BE,Number of persons employed,Paper,10417.25
2013,Belgium,BE,Number of persons employed,Rubber and bio-based plastics,375.8061897
2013,Belgium,BE,Number of persons employed,Tobacco,1444
2013,Belgium,BE,Number of persons employed,Total sectors,4530300
2013,Belgium,BE,Number of persons employed,Wood products,11619.57636
2013,Belgium,BE,Number of persons employed,Wood products and furniture,17836.27061
2013,Belgium,BE,Number of persons employed,Wooden furniture,6216.694245
2013,Bulgaria,BG,Number of persons employed,Agriculture,636480
2013,Bulgaria,BG,Number of persons employed,Beverage,14069
2013,Bulgaria,BG,Number of persons employed,Bio-based chemicals (excluding biofuels),1412.686287
2013,Bulgaria,BG,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",5722.142405
2013,Bulgaria,BG,Number of persons employed,Bio-based electricity,38.26983581
2013,Bulgaria,BG,Number of persons employed,Bio-based pharmaceuticals,4019.123688
2013,Bulgaria,BG,Number of persons employed,Bio-based textile,5365.751286
2013,Bulgaria,BG,Number of persons employed,Bio-based textiles,47199.76775
2013,Bulgaria,BG,Number of persons employed,Bio-based wearing apparel,35664.52688
2013,Bulgaria,BG,Number of persons employed,Bioeconomy,844032.7209
2013,Bulgaria,BG,Number of persons employed,Bioethanol,372.84084
2013,Bulgaria,BG,Number of persons employed,Fishing and Aquaculture,1280
2013,Bulgaria,BG,Number of persons employed,Food,80273
2013,Bulgaria,BG,Number of persons employed,"Food, beverage and tobacco",97559
2013,Bulgaria,BG,Number of persons employed,Forestry,18430
2013,Bulgaria,BG,Number of persons employed,Leather,6169.489583
2013,Bulgaria,BG,Number of persons employed,Liquid biofuels,372.84084
2013,Bulgaria,BG,Number of persons employed,Paper,7321.375
2013,Bulgaria,BG,Number of persons employed,Rubber and bio-based plastics,290.33243
2013,Bulgaria,BG,Number of persons employed,Tobacco,3217
2013,Bulgaria,BG,Number of persons employed,Total sectors,2934900
2013,Bulgaria,BG,Number of persons employed,Wood products,16963.29306
2013,Bulgaria,BG,Number of persons employed,Wood products and furniture,29629.32507
2013,Bulgaria,BG,Number of persons employed,Wooden furniture,12666.03202
2013,Croatia,HR,Number of persons employed,Agriculture,133870
2013,Croatia,HR,Number of persons employed,Beverage,7203
2013,Croatia,HR,Number of persons employed,Bio-based chemicals (excluding biofuels),440.6905623
2013,Croatia,HR,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",2885.222819
2013,Croatia,HR,Number of persons employed,Bio-based electricity,25.34781988
2013,Croatia,HR,Number of persons employed,Bio-based pharmaceuticals,2326.786179
2013,Croatia,HR,Number of persons employed,Bio-based textile,1158.215116
2013,Croatia,HR,Number of persons employed,Bio-based textiles,11938.32645
2013,Croatia,HR,Number of persons employed,Bio-based wearing apparel,6617.111332
2013,Croatia,HR,Number of persons employed,Biodiesel,291.0916171
2013,Croatia,HR,Number of persons employed,Bioeconomy,269590.04
2013,Croatia,HR,Number of persons employed,Bioethanol,28.40119973
2013,Croatia,HR,Number of persons employed,Fishing and Aquaculture,7730
2013,Croatia,HR,Number of persons employed,Food,55706
2013,Croatia,HR,Number of persons employed,"Food, beverage and tobacco",63700
2013,Croatia,HR,Number of persons employed,Forestry,22750
2013,Croatia,HR,Number of persons employed,Leather,4163
2013,Croatia,HR,Number of persons employed,Liquid biofuels,319.4928168
2013,Croatia,HR,Number of persons employed,Paper,4238
2013,Croatia,HR,Number of persons employed,Rubber and bio-based plastics,117.7460779
2013,Croatia,HR,Number of persons employed,Tobacco,791
2013,Croatia,HR,Number of persons employed,Total sectors,1524000
2013,Croatia,HR,Number of persons employed,Wood products,15992.37945
2013,Croatia,HR,Number of persons employed,Wood products and furniture,22133.65013
2013,Croatia,HR,Number of persons employed,Wooden furniture,6141.270682
2013,Cyprus,CY,Number of persons employed,Agriculture,14410
2013,Cyprus,CY,Number of persons employed,Beverage,1352
2013,Cyprus,CY,Number of persons employed,Bio-based chemicals (excluding biofuels),58.17078546
2013,Cyprus,CY,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",663.2973787
2013,Cyprus,CY,Number of persons employed,Bio-based electricity,26.33405059
2013,Cyprus,CY,Number of persons employed,Bio-based pharmaceuticals,593.4922313
2013,Cyprus,CY,Number of persons employed,Bio-based textile,170.7132834
2013,Cyprus,CY,Number of persons employed,Bio-based textiles,329.0693012
2013,Cyprus,CY,Number of persons employed,Bio-based wearing apparel,141.8560178
2013,Cyprus,CY,Number of persons employed,Biodiesel,4.564956701
2013,Cyprus,CY,Number of persons employed,Bioeconomy,31125.856
2013,Cyprus,CY,Number of persons employed,Fishing and Aquaculture,590
2013,Cyprus,CY,Number of persons employed,Food,10325
2013,Cyprus,CY,Number of persons employed,"Food, beverage and tobacco",11677
2013,Cyprus,CY,Number of persons employed,Forestry,410
2013,Cyprus,CY,Number of persons employed,Leather,16.5
2013,Cyprus,CY,Number of persons employed,Liquid biofuels,4.564956701
2013,Cyprus,CY,Number of persons employed,Paper,538.25
2013,Cyprus,CY,Number of persons employed,Rubber and bio-based plastics,11.63436193
2013,Cyprus,CY,Number of persons employed,Total sectors,365100
2013,Cyprus,CY,Number of persons employed,Wood products,1935.878833
2013,Cyprus,CY,Number of persons employed,Wood products and furniture,2477.340314
2013,Cyprus,CY,Number of persons employed,Wooden furniture,541.4614804
2013,Czechia,CZ,Number of persons employed,Agriculture,142120
2013,Czechia,CZ,Number of persons employed,Beverage,14709
2013,Czechia,CZ,Number of persons employed,Bio-based chemicals (excluding biofuels),737.2744587
2013,Czechia,CZ,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",7202.959333
2013,Czechia,CZ,Number of persons employed,Bio-based pharmaceuticals,3584.238418
2013,Czechia,CZ,Number of persons employed,Bio-based textile,7859.841537
2013,Czechia,CZ,Number of persons employed,Bio-based textiles,16970.1782
2013,Czechia,CZ,Number of persons employed,Bio-based wearing apparel,8266.211659
2013,Czechia,CZ,Number of persons employed,Bioeconomy,385620.4134
2013,Czechia,CZ,Number of persons employed,Fishing and Aquaculture,1560
2013,Czechia,CZ,Number of persons employed,Food,98353
2013,Czechia,CZ,Number of persons employed,"Food, beverage and tobacco",113062
2013,Czechia,CZ,Number of persons employed,Forestry,23390
2013,Czechia,CZ,Number of persons employed,Leather,844.125
2013,Czechia,CZ,Number of persons employed,Paper,14667
2013,Czechia,CZ,Number of persons employed,Rubber and bio-based plastics,2881.446457
2013,Czechia,CZ,Number of persons employed,Total sectors,4937100
2013,Czechia,CZ,Number of persons employed,Wood products,54388.26055
2013,Czechia,CZ,Number of persons employed,Wood products and furniture,66648.27584
2013,Czechia,CZ,Number of persons employed,Wooden furniture,12260.01529
2013,Denmark,DK,Number of persons employed,Agriculture,61000
2013,Denmark,DK,Number of persons employed,Beverage,4473
2013,Denmark,DK,Number of persons employed,Bio-based chemicals (excluding biofuels),2363.146357
2013,Denmark,DK,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",16753.29419
2013,Denmark,DK,Number of persons employed,Bio-based electricity,511.7675539
2013,Denmark,DK,Number of persons employed,Bio-based pharmaceuticals,14272.2745
2013,Denmark,DK,Number of persons employed,Bio-based textile,973.1893955
2013,Denmark,DK,Number of persons employed,Bio-based textiles,1555.342467
2013,Denmark,DK,Number of persons employed,Bio-based wearing apparel,478.8597429
2013,Denmark,DK,Number of persons employed,Biodiesel,311.1992563
2013,Denmark,DK,Number of persons employed,Bioeconomy,171683.7375
2013,Denmark,DK,Number of persons employed,Fishing and Aquaculture,2000
2013,Denmark,DK,Number of persons employed,Food,58031
2013,Denmark,DK,Number of persons employed,"Food, beverage and tobacco",63205
2013,Denmark,DK,Number of persons employed,Forestry,6000
2013,Denmark,DK,Number of persons employed,Leather,103.2933284
2013,Denmark,DK,Number of persons employed,Liquid biofuels,311.1992563
2013,Denmark,DK,Number of persons employed,Paper,5600.875
2013,Denmark,DK,Number of persons employed,Rubber and bio-based plastics,117.873337
2013,Denmark,DK,Number of persons employed,Tobacco,701
2013,Denmark,DK,Number of persons employed,Total sectors,2636300
2013,Denmark,DK,Number of persons employed,Wood products,9067
2013,Denmark,DK,Number of persons employed,Wood products and furniture,14746.25902
2013,Denmark,DK,Number of persons employed,Wooden furniture,5679.259019
2013,Estonia,EE,Number of persons employed,Agriculture,17180
2013,Estonia,EE,Number of persons employed,Beverage,1486
2013,Estonia,EE,Number of persons employed,Bio-based chemicals (excluding biofuels),35.93931317
2013,Estonia,EE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",270.5268684
2013,Estonia,EE,Number of persons employed,Bio-based electricity,98.13763391
2013,Estonia,EE,Number of persons employed,Bio-based pharmaceuticals,154.1988158
2013,Estonia,EE,Number of persons employed,Bio-based textile,931.5327762
2013,Estonia,EE,Number of persons employed,Bio-based textiles,3307.294515
2013,Estonia,EE,Number of persons employed,Bio-based wearing apparel,1792.581716
2013,Estonia,EE,Number of persons employed,Biodiesel,0
2013,Estonia,EE,Number of persons employed,Bioeconomy,64152.40154
2013,Estonia,EE,Number of persons employed,Bioethanol,0.686681826
2013,Estonia,EE,Number of persons employed,Fishing and Aquaculture,1130
2013,Estonia,EE,Number of persons employed,Food,12883
2013,Estonia,EE,Number of persons employed,"Food, beverage and tobacco",14369
2013,Estonia,EE,Number of persons employed,Forestry,6410
2013,Estonia,EE,Number of persons employed,Leather,583.1800233
2013,Estonia,EE,Number of persons employed,Liquid biofuels,0.686681826
2013,Estonia,EE,Number of persons employed,Paper,904.5
2013,Estonia,EE,Number of persons employed,Rubber and bio-based plastics,80.3887394
2013,Estonia,EE,Number of persons employed,Total sectors,621300
2013,Estonia,EE,Number of persons employed,Wood products,15653.90721
2013,Estonia,EE,Number of persons employed,Wood products and furniture,20482.25584
2013,Estonia,EE,Number of persons employed,Wooden furniture,4828.348624
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Agriculture,10176090
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Beverage,399719
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based chemicals (excluding biofuels),74808.95853
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",366867.6787
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based electricity,19807.36288
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based pharmaceuticals,242757.3595
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based textile,193469.7513
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based textiles,731215.8637
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based wearing apparel,353862.1632
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Biodiesel,14287.68045
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bioeconomy,18090836.2
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bioethanol,8813.301079
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Fishing and Aquaculture,165640
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Food,3695772
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,"Food, beverage and tobacco",4132850
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Forestry,499310
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Leather,183883.9493
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Liquid biofuels,23100.98153
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Paper,567971.875
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Rubber and bio-based plastics,49301.36066
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Tobacco,37359
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Total sectors,185478800
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wood products,900897.9102
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wood products and furniture,1407982.434
2013,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wooden furniture,507084.5242
2013,European Union (28 countries),EU28,Number of persons employed,Agriculture,10510380
2013,European Union (28 countries),EU28,Number of persons employed,Beverage,443914
2013,European Union (28 countries),EU28,Number of persons employed,Bio-based chemicals (excluding biofuels),86217.80509
2013,European Union (28 countries),EU28,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",413702.664
2013,European Union (28 countries),EU28,Number of persons employed,Bio-based electricity,21869.48628
2013,European Union (28 countries),EU28,Number of persons employed,Bio-based pharmaceuticals,271283.363
2013,European Union (28 countries),EU28,Number of persons employed,Bio-based textile,209344.3366
2013,European Union (28 countries),EU28,Number of persons employed,Bio-based textiles,765706.118
2013,European Union (28 countries),EU28,Number of persons employed,Bio-based wearing apparel,366670.3432
2013,European Union (28 countries),EU28,Number of persons employed,Biodiesel,20466.29496
2013,European Union (28 countries),EU28,Number of persons employed,Bioeconomy,19117828.05
2013,European Union (28 countries),EU28,Number of persons employed,Bioethanol,6882.285641
2013,European Union (28 countries),EU28,Number of persons employed,Fishing and Aquaculture,180700
2013,European Union (28 countries),EU28,Number of persons employed,Food,4063912
2013,European Union (28 countries),EU28,Number of persons employed,"Food, beverage and tobacco",4549669
2013,European Union (28 countries),EU28,Number of persons employed,Forestry,524420
2013,European Union (28 countries),EU28,Number of persons employed,Leather,189691.4382
2013,European Union (28 countries),EU28,Number of persons employed,Liquid biofuels,27348.5806
2013,European Union (28 countries),EU28,Number of persons employed,Paper,632148.5
2013,European Union (28 countries),EU28,Number of persons employed,Rubber and bio-based plastics,56201.49586
2013,European Union (28 countries),EU28,Number of persons employed,Tobacco,41843
2013,European Union (28 countries),EU28,Number of persons employed,Total sectors,215432400
2013,European Union (28 countries),EU28,Number of persons employed,Wood products,960136.1879
2013,European Union (28 countries),EU28,Number of persons employed,Wood products and furniture,1491883.705
2013,European Union (28 countries),EU28,Number of persons employed,Wooden furniture,531747.5167
2013,Finland,FI,Number of persons employed,Agriculture,80500
2013,Finland,FI,Number of persons employed,Beverage,3668
2013,Finland,FI,Number of persons employed,Bio-based chemicals (excluding biofuels),1389.75576
2013,Finland,FI,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",4214.537137
2013,Finland,FI,Number of persons employed,Bio-based electricity,1178.423359
2013,Finland,FI,Number of persons employed,Bio-based pharmaceuticals,2119.446561
2013,Finland,FI,Number of persons employed,Bio-based textile,1134.924053
2013,Finland,FI,Number of persons employed,Bio-based textiles,3290.790797
2013,Finland,FI,Number of persons employed,Bio-based wearing apparel,1443.846082
2013,Finland,FI,Number of persons employed,Biodiesel,859.4339277
2013,Finland,FI,Number of persons employed,Bioeconomy,201603.39
2013,Finland,FI,Number of persons employed,Bioethanol,65.11928508
2013,Finland,FI,Number of persons employed,Fishing and Aquaculture,1700
2013,Finland,FI,Number of persons employed,Food,35706
2013,Finland,FI,Number of persons employed,"Food, beverage and tobacco",39374
2013,Finland,FI,Number of persons employed,Forestry,22300
2013,Finland,FI,Number of persons employed,Leather,712.020662
2013,Finland,FI,Number of persons employed,Liquid biofuels,924.5532128
2013,Finland,FI,Number of persons employed,Paper,22780
2013,Finland,FI,Number of persons employed,Rubber and bio-based plastics,705.3348164
2013,Finland,FI,Number of persons employed,Total sectors,2456700
2013,Finland,FI,Number of persons employed,Wood products,22066.01353
2013,Finland,FI,Number of persons employed,Wood products and furniture,25341.0855
2013,Finland,FI,Number of persons employed,Wooden furniture,3275.071973
2013,France,FR,Number of persons employed,Agriculture,712000
2013,France,FR,Number of persons employed,Beverage,70440
