Year,Country,Country (Code),Attribute,Sector (NACE rev. 2),Value
2010,Belgium,BE,Number of persons employed,"Food, beverage and tobacco",96826
2010,Belgium,BE,Number of persons employed,Forestry,2300
2010,Belgium,BE,Number of persons employed,Leather,99.75
2010,Belgium,BE,Number of persons employed,Liquid biofuels,1127.633667
2010,Belgium,BE,Number of persons employed,Paper,10819.875
2010,Belgium,BE,Number of persons employed,Rubber and bio-based plastics,371.9612897
2010,Belgium,BE,Number of persons employed,Tobacco,1524
2010,Belgium,BE,Number of persons employed,Total sectors,4488700
2010,Belgium,BE,Number of persons employed,Wood products,12114.71861
2010,Belgium,BE,Number of persons employed,Wood products and furniture,18954.51271
2010,Belgium,BE,Number of persons employed,Wooden furniture,6839.794095
2010,Bulgaria,BG,Number of persons employed,Agriculture,690870
2010,Bulgaria,BG,Number of persons employed,Beverage,15323
2010,Bulgaria,BG,Number of persons employed,Bio-based chemicals (excluding biofuels),1648.273893
2010,Bulgaria,BG,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",4672.961529
2010,Bulgaria,BG,Number of persons employed,Bio-based electricity,11.07067272
2010,Bulgaria,BG,Number of persons employed,Bio-based pharmaceuticals,2774.458194
2010,Bulgaria,BG,Number of persons employed,Bio-based textile,5240.702449
2010,Bulgaria,BG,Number of persons employed,Bio-based textiles,50331.58972
2010,Bulgaria,BG,Number of persons employed,Bio-based wearing apparel,38458.88903
2010,Bulgaria,BG,Number of persons employed,Biodiesel,0
2010,Bulgaria,BG,Number of persons employed,Bioeconomy,911422.9143
2010,Bulgaria,BG,Number of persons employed,Bioethanol,430.1705685
2010,Bulgaria,BG,Number of persons employed,Fishing and Aquaculture,1060
2010,Bulgaria,BG,Number of persons employed,Food,87603
2010,Bulgaria,BG,Number of persons employed,"Food, beverage and tobacco",107573
2010,Bulgaria,BG,Number of persons employed,Forestry,18550
2010,Bulgaria,BG,Number of persons employed,Leather,6631.998242
2010,Bulgaria,BG,Number of persons employed,Liquid biofuels,430.1705685
2010,Bulgaria,BG,Number of persons employed,Paper,7773.375
2010,Bulgaria,BG,Number of persons employed,Rubber and bio-based plastics,250.2294416
2010,Bulgaria,BG,Number of persons employed,Tobacco,4647
2010,Bulgaria,BG,Number of persons employed,Total sectors,3075300
2010,Bulgaria,BG,Number of persons employed,Wood products,15699.14794
2010,Bulgaria,BG,Number of persons employed,Wood products and furniture,30150.74682
2010,Bulgaria,BG,Number of persons employed,Wooden furniture,14451.59888
2010,Croatia,HR,Number of persons employed,Agriculture,196290
2010,Croatia,HR,Number of persons employed,Beverage,8789
2010,Croatia,HR,Number of persons employed,Bio-based chemicals (excluding biofuels),391.3247388
2010,Croatia,HR,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",2692.598834
2010,Croatia,HR,Number of persons employed,Bio-based electricity,5.741677008
2010,Croatia,HR,Number of persons employed,Bio-based pharmaceuticals,2170.841868
2010,Croatia,HR,Number of persons employed,Bio-based textile,1811.766764
2010,Croatia,HR,Number of persons employed,Bio-based textiles,15117.65339
2010,Croatia,HR,Number of persons employed,Bio-based wearing apparel,9028.761621
2010,Croatia,HR,Number of persons employed,Biodiesel,139.4219162
2010,Croatia,HR,Number of persons employed,Bioeconomy,353104.627
2010,Croatia,HR,Number of persons employed,Bioethanol,23.22362301
2010,Croatia,HR,Number of persons employed,Fishing and Aquaculture,11330
2010,Croatia,HR,Number of persons employed,Food,57328
2010,Croatia,HR,Number of persons employed,"Food, beverage and tobacco",66976
2010,Croatia,HR,Number of persons employed,Forestry,33360
2010,Croatia,HR,Number of persons employed,Leather,4277.125
2010,Croatia,HR,Number of persons employed,Liquid biofuels,162.6455392
2010,Croatia,HR,Number of persons employed,Paper,3935.125
2010,Croatia,HR,Number of persons employed,Rubber and bio-based plastics,130.4322273
2010,Croatia,HR,Number of persons employed,Tobacco,859
2010,Croatia,HR,Number of persons employed,Total sectors,1690200
2010,Croatia,HR,Number of persons employed,Wood products,16009.91395
2010,Croatia,HR,Number of persons employed,Wood products and furniture,23234.86258
2010,Croatia,HR,Number of persons employed,Wooden furniture,7224.94863
2010,Cyprus,CY,Number of persons employed,Agriculture,16270
2010,Cyprus,CY,Number of persons employed,Beverage,1885
2010,Cyprus,CY,Number of persons employed,Bio-based chemicals (excluding biofuels),66.91530611
2010,Cyprus,CY,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",622.1624428
2010,Cyprus,CY,Number of persons employed,Bio-based electricity,16.30065045
2010,Cyprus,CY,Number of persons employed,Bio-based pharmaceuticals,539.2985191
2010,Cyprus,CY,Number of persons employed,Bio-based textile,206.1240619
2010,Cyprus,CY,Number of persons employed,Bio-based textiles,538.4166371
2010,Cyprus,CY,Number of persons employed,Bio-based wearing apparel,307.5425752
2010,Cyprus,CY,Number of persons employed,Biodiesel,7.472975936
2010,Cyprus,CY,Number of persons employed,Bioeconomy,36062.08393
2010,Cyprus,CY,Number of persons employed,Fishing and Aquaculture,510
2010,Cyprus,CY,Number of persons employed,Food,11243
2010,Cyprus,CY,Number of persons employed,"Food, beverage and tobacco",13128
2010,Cyprus,CY,Number of persons employed,Forestry,460
2010,Cyprus,CY,Number of persons employed,Leather,24.75
2010,Cyprus,CY,Number of persons employed,Liquid biofuels,7.472975936
2010,Cyprus,CY,Number of persons employed,Paper,655.25
2010,Cyprus,CY,Number of persons employed,Rubber and bio-based plastics,15.94861754
2010,Cyprus,CY,Number of persons employed,Total sectors,395200
2010,Cyprus,CY,Number of persons employed,Wood products,3102.615943
2010,Cyprus,CY,Number of persons employed,Wood products and furniture,3854.481222
2010,Cyprus,CY,Number of persons employed,Wooden furniture,751.8652784
2010,Czechia,CZ,Number of persons employed,Agriculture,130520
2010,Czechia,CZ,Number of persons employed,Beverage,15965
2010,Czechia,CZ,Number of persons employed,Bio-based chemicals (excluding biofuels),927.5415708
2010,Czechia,CZ,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",7851.757129
2010,Czechia,CZ,Number of persons employed,Bio-based pharmaceuticals,4041.909121
2010,Czechia,CZ,Number of persons employed,Bio-based textile,9207.583226
2010,Czechia,CZ,Number of persons employed,Bio-based textiles,19289.70165
2010,Czechia,CZ,Number of persons employed,Bio-based wearing apparel,9237.993423
2010,Czechia,CZ,Number of persons employed,Bioeconomy,385534.6791
2010,Czechia,CZ,Number of persons employed,Fishing and Aquaculture,1380
2010,Czechia,CZ,Number of persons employed,Food,102884
2010,Czechia,CZ,Number of persons employed,"Food, beverage and tobacco",118849
2010,Czechia,CZ,Number of persons employed,Forestry,27200
2010,Czechia,CZ,Number of persons employed,Leather,844.125
2010,Czechia,CZ,Number of persons employed,Paper,14667
2010,Czechia,CZ,Number of persons employed,Rubber and bio-based plastics,2882.306438
2010,Czechia,CZ,Number of persons employed,Total sectors,4885200
2010,Czechia,CZ,Number of persons employed,Wood products,54387.94445
2010,Czechia,CZ,Number of persons employed,Wood products and furniture,65777.22034
2010,Czechia,CZ,Number of persons employed,Wooden furniture,11389.27589
2010,Denmark,DK,Number of persons employed,Agriculture,63000
2010,Denmark,DK,Number of persons employed,Beverage,3954
2010,Denmark,DK,Number of persons employed,Bio-based chemicals (excluding biofuels),1211.248857
2010,Denmark,DK,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",10410.98978
2010,Denmark,DK,Number of persons employed,Bio-based electricity,501.0048012
2010,Denmark,DK,Number of persons employed,Bio-based pharmaceuticals,9088.992321
2010,Denmark,DK,Number of persons employed,Bio-based textile,954.618294
2010,Denmark,DK,Number of persons employed,Bio-based textiles,1571.134042
2010,Denmark,DK,Number of persons employed,Bio-based wearing apparel,505.0919817
2010,Denmark,DK,Number of persons employed,Biodiesel,162.4817796
2010,Denmark,DK,Number of persons employed,Bioeconomy,161512.4855
2010,Denmark,DK,Number of persons employed,Fishing and Aquaculture,3000
2010,Denmark,DK,Number of persons employed,Food,53389
2010,Denmark,DK,Number of persons employed,"Food, beverage and tobacco",58286
2010,Denmark,DK,Number of persons employed,Forestry,6000
2010,Denmark,DK,Number of persons employed,Leather,111.4237658
2010,Denmark,DK,Number of persons employed,Liquid biofuels,162.4817796
2010,Denmark,DK,Number of persons employed,Paper,4861.125
2010,Denmark,DK,Number of persons employed,Rubber and bio-based plastics,110.7486021
2010,Denmark,DK,Number of persons employed,Tobacco,943
2010,Denmark,DK,Number of persons employed,Total sectors,2661400
2010,Denmark,DK,Number of persons employed,Wood products,8384
2010,Denmark,DK,Number of persons employed,Wood products and furniture,13719.75009
2010,Denmark,DK,Number of persons employed,Wooden furniture,5335.750086
2010,Estonia,EE,Number of persons employed,Agriculture,17530
2010,Estonia,EE,Number of persons employed,Beverage,1541
2010,Estonia,EE,Number of persons employed,Bio-based chemicals (excluding biofuels),54.35748631
2010,Estonia,EE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",299.4357907
2010,Estonia,EE,Number of persons employed,Bio-based electricity,129.8625375
2010,Estonia,EE,Number of persons employed,Bio-based pharmaceuticals,158.7150396
2010,Estonia,EE,Number of persons employed,Bio-based textile,1079.740984
2010,Estonia,EE,Number of persons employed,Bio-based textiles,3929.788458
2010,Estonia,EE,Number of persons employed,Bio-based wearing apparel,2268.347717
2010,Estonia,EE,Number of persons employed,Biodiesel,0
2010,Estonia,EE,Number of persons employed,Bioeconomy,60534.14725
2010,Estonia,EE,Number of persons employed,Bioethanol,0.118898593
2010,Estonia,EE,Number of persons employed,Fishing and Aquaculture,960
2010,Estonia,EE,Number of persons employed,Food,12366
2010,Estonia,EE,Number of persons employed,"Food, beverage and tobacco",13907
2010,Estonia,EE,Number of persons employed,Forestry,5210
2010,Estonia,EE,Number of persons employed,Leather,581.6997577
2010,Estonia,EE,Number of persons employed,Liquid biofuels,0.118898593
2010,Estonia,EE,Number of persons employed,Paper,812.5
2010,Estonia,EE,Number of persons employed,Rubber and bio-based plastics,86.3632648
2010,Estonia,EE,Number of persons employed,Total sectors,568000
2010,Estonia,EE,Number of persons employed,Wood products,12920.98614
2010,Estonia,EE,Number of persons employed,Wood products and furniture,17755.44156
2010,Estonia,EE,Number of persons employed,Wooden furniture,4834.455425
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Agriculture,10931580
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Beverage,397251
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based chemicals (excluding biofuels),71832.87107
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",356169.4247
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based electricity,8660.711551
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based pharmaceuticals,235268.6245
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based textile,220905.3681
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based textiles,817438.0833
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bio-based wearing apparel,416867.7997
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Biodiesel,22095.16617
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bioeconomy,19107857.64
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Bioethanol,7074.593426
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Fishing and Aquaculture,167300
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Food,3774956
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,"Food, beverage and tobacco",4212809
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Forestry,469060
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Leather,179664.9155
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Liquid biofuels,29169.7596
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Paper,577353.875
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Rubber and bio-based plastics,49067.9291
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Tobacco,40602
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Total sectors,186914500
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wood products,972982.5944
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wood products and furniture,1538316.784
2010,"European Union (27 countries, from 01/02/2020)",EU27,Number of persons employed,Wooden furniture,565334.1894
2010,European Union (28 countries),EU28,Number of persons employed,Agriculture,11311350
2010,European Union (28 countries),EU28,Number of persons employed,Beverage,441446
2010,European Union (28 countries),EU28,Number of persons employed,Bio-based chemicals (excluding biofuels),83139.63004
2010,European Union (28 countries),EU28,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",402564.115
2010,European Union (28 countries),EU28,Number of persons employed,Bio-based electricity,9815.783615
2010,European Union (28 countries),EU28,Number of persons employed,Bio-based pharmaceuticals,263750.7629
2010,European Union (28 countries),EU28,Number of persons employed,Bio-based textile,240149.4434
2010,European Union (28 countries),EU28,Number of persons employed,Bio-based textiles,847105.833
2010,European Union (28 countries),EU28,Number of persons employed,Bio-based wearing apparel,423691.0436
2010,European Union (28 countries),EU28,Number of persons employed,Biodiesel,23378.26081
2010,European Union (28 countries),EU28,Number of persons employed,Bioeconomy,20187452.8
2010,European Union (28 countries),EU28,Number of persons employed,Bioethanol,5119.92667
2010,European Union (28 countries),EU28,Number of persons employed,Fishing and Aquaculture,183300
2010,European Union (28 countries),EU28,Number of persons employed,Food,4155978
2010,European Union (28 countries),EU28,Number of persons employed,"Food, beverage and tobacco",4638412
2010,European Union (28 countries),EU28,Number of persons employed,Forestry,489980
2010,European Union (28 countries),EU28,Number of persons employed,Leather,183265.3461
2010,European Union (28 countries),EU28,Number of persons employed,Liquid biofuels,28498.18748
2010,European Union (28 countries),EU28,Number of persons employed,Paper,640808.125
2010,European Union (28 countries),EU28,Number of persons employed,Rubber and bio-based plastics,55673.72212
2010,European Union (28 countries),EU28,Number of persons employed,Tobacco,40988
2010,European Union (28 countries),EU28,Number of persons employed,Total sectors,216039400
2010,European Union (28 countries),EU28,Number of persons employed,Wood products,1048232.265
2010,European Union (28 countries),EU28,Number of persons employed,Wood products and furniture,1635618.756
2010,European Union (28 countries),EU28,Number of persons employed,Wooden furniture,587386.4917
2010,Finland,FI,Number of persons employed,Agriculture,86300
2010,Finland,FI,Number of persons employed,Beverage,3807
2010,Finland,FI,Number of persons employed,Bio-based chemicals (excluding biofuels),1173.673857
2010,Finland,FI,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",3902.892834
2010,Finland,FI,Number of persons employed,Bio-based electricity,941.1373975
2010,Finland,FI,Number of persons employed,Bio-based pharmaceuticals,1984.064403
2010,Finland,FI,Number of persons employed,Bio-based textile,1349.074552
2010,Finland,FI,Number of persons employed,Bio-based textiles,3427.58185
2010,Finland,FI,Number of persons employed,Bio-based wearing apparel,1228.835351
2010,Finland,FI,Number of persons employed,Biodiesel,502.2540551
2010,Finland,FI,Number of persons employed,Bioeconomy,210517.8599
2010,Finland,FI,Number of persons employed,Bioethanol,53.33227396
2010,Finland,FI,Number of persons employed,Fishing and Aquaculture,1700
2010,Finland,FI,Number of persons employed,Food,34418
2010,Finland,FI,Number of persons employed,"Food, beverage and tobacco",38225
2010,Finland,FI,Number of persons employed,Forestry,21200
2010,Finland,FI,Number of persons employed,Leather,849.6719474
2010,Finland,FI,Number of persons employed,Liquid biofuels,555.5863291
2010,Finland,FI,Number of persons employed,Paper,25294
2010,Finland,FI,Number of persons employed,Rubber and bio-based plastics,745.1545742
2010,Finland,FI,Number of persons employed,Total sectors,2447500
2010,Finland,FI,Number of persons employed,Wood products,24908.61499
2010,Finland,FI,Number of persons employed,Wood products and furniture,28971.66152
2010,Finland,FI,Number of persons employed,Wooden furniture,4063.046535
2010,France,FR,Number of persons employed,Agriculture,714000
2010,France,FR,Number of persons employed,Beverage,49485
2010,France,FR,Number of persons employed,Bio-based chemicals (excluding biofuels),14352.48559
2010,France,FR,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",61823.07043
2010,France,FR,Number of persons employed,Bio-based pharmaceuticals,38104.07084
2010,France,FR,Number of persons employed,Bio-based textile,17295.23039
2010,France,FR,Number of persons employed,Bio-based textiles,48180.82555
2010,France,FR,Number of persons employed,Bio-based wearing apparel,19228.96748
2010,France,FR,Number of persons employed,Biodiesel,0
2010,France,FR,Number of persons employed,Bioeconomy,1673505.469
2010,France,FR,Number of persons employed,Bioethanol,2579.773718
2010,France,FR,Number of persons employed,Fishing and Aquaculture,17000
2010,France,FR,Number of persons employed,Food,576600
2010,France,FR,Number of persons employed,"Food, beverage and tobacco",627923
2010,France,FR,Number of persons employed,Forestry,30000
2010,France,FR,Number of persons employed,Leather,11656.62769
2010,France,FR,Number of persons employed,Liquid biofuels,2579.773718
2010,France,FR,Number of persons employed,Paper,67891.25
2010,France,FR,Number of persons employed,Rubber and bio-based plastics,9366.513998
2010,France,FR,Number of persons employed,Tobacco,1838
2010,France,FR,Number of persons employed,Total sectors,25730900
2010,France,FR,Number of persons employed,Wood products,76050.85405
2010,France,FR,Number of persons employed,Wood products and furniture,104107.5491
2010,France,FR,Number of persons employed,Wooden furniture,28056.69501
2010,Germany,DE,Number of persons employed,Agriculture,602000
2010,Germany,DE,Number of persons employed,Beverage,73274
2010,Germany,DE,Number of persons employed,Bio-based chemicals (excluding biofuels),23163.09838
2010,Germany,DE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",88539.37542
2010,Germany,DE,Number of persons employed,Bio-based pharmaceuticals,53647.03478
2010,Germany,DE,Number of persons employed,Bio-based textile,21679.98677
2010,Germany,DE,Number of persons employed,Bio-based textiles,45148.95542
2010,Germany,DE,Number of persons employed,Bio-based wearing apparel,14977.24896
2010,Germany,DE,Number of persons employed,Biodiesel,6638.825646
2010,Germany,DE,Number of persons employed,Bioeconomy,2018571.823
2010,Germany,DE,Number of persons employed,Bioethanol,625.7767574
2010,Germany,DE,Number of persons employed,Fishing and Aquaculture,5000
2010,Germany,DE,Number of persons employed,Food,799314
2010,Germany,DE,Number of persons employed,"Food, beverage and tobacco",882959
2010,Germany,DE,Number of persons employed,Forestry,38000
2010,Germany,DE,Number of persons employed,Leather,8491.719687
2010,Germany,DE,Number of persons employed,Liquid biofuels,7264.602403
2010,Germany,DE,Number of persons employed,Paper,139238.375
2010,Germany,DE,Number of persons employed,Rubber and bio-based plastics,11729.24225
2010,Germany,DE,Number of persons employed,Tobacco,10371
2010,Germany,DE,Number of persons employed,Total sectors,37993400
2010,Germany,DE,Number of persons employed,Wood products,133341.9877
2010,Germany,DE,Number of persons employed,Wood products and furniture,210421.5147
2010,Germany,DE,Number of persons employed,Wooden furniture,77079.52699
2010,Greece,EL,Number of persons employed,Agriculture,507890
2010,Greece,EL,Number of persons employed,Beverage,11015
2010,Greece,EL,Number of persons employed,Bio-based chemicals (excluding biofuels),824.2731265
2010,Greece,EL,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",5022.47814
2010,Greece,EL,Number of persons employed,Bio-based electricity,37.13482188
2010,Greece,EL,Number of persons employed,Bio-based pharmaceuticals,3975.847695
2010,Greece,EL,Number of persons employed,Bio-based textile,4062.583092
2010,Greece,EL,Number of persons employed,Bio-based textiles,16652.07904
2010,Greece,EL,Number of persons employed,Bio-based wearing apparel,10826.24595
2010,Greece,EL,Number of persons employed,Biodiesel,349.907548
2010,Greece,EL,Number of persons employed,Bioeconomy,685101.1333
2010,Greece,EL,Number of persons employed,Bioethanol,217.6203447
2010,Greece,EL,Number of persons employed,Fishing and Aquaculture,21820
2010,Greece,EL,Number of persons employed,Food,84276
2010,Greece,EL,Number of persons employed,"Food, beverage and tobacco",96893
2010,Greece,EL,Number of persons employed,Forestry,5290
2010,Greece,EL,Number of persons employed,Leather,1763.25
2010,Greece,EL,Number of persons employed,Liquid biofuels,567.5278927
2010,Greece,EL,Number of persons employed,Paper,7819.125
2010,Greece,EL,Number of persons employed,Rubber and bio-based plastics,222.3573183
2010,Greece,EL,Number of persons employed,Tobacco,1602
2010,Greece,EL,Number of persons employed,Total sectors,4389800
2010,Greece,EL,Number of persons employed,Wood products,12759.62031
2010,Greece,EL,Number of persons employed,Wood products and furniture,23109.78837
2010,Greece,EL,Number of persons employed,Wooden furniture,10350.16806
2010,Hungary,HU,Number of persons employed,Agriculture,146090
2010,Hungary,HU,Number of persons employed,Beverage,13419
2010,Hungary,HU,Number of persons employed,Bio-based chemicals (excluding biofuels),792.2654083
2010,Hungary,HU,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",10186.84915
2010,Hungary,HU,Number of persons employed,Bio-based electricity,527.1941227
2010,Hungary,HU,Number of persons employed,Bio-based pharmaceuticals,8031.218354
2010,Hungary,HU,Number of persons employed,Bio-based textile,3099.37796
2010,Hungary,HU,Number of persons employed,Bio-based textiles,16810.47676
2010,Hungary,HU,Number of persons employed,Bio-based wearing apparel,9821.79655
2010,Hungary,HU,Number of persons employed,Biodiesel,0
2010,Hungary,HU,Number of persons employed,Bioeconomy,334981.3331
2010,Hungary,HU,Number of persons employed,Bioethanol,92.28164306
2010,Hungary,HU,Number of persons employed,Fishing and Aquaculture,1770
2010,Hungary,HU,Number of persons employed,Food,89649
2010,Hungary,HU,Number of persons employed,"Food, beverage and tobacco",104147
2010,Hungary,HU,Number of persons employed,Forestry,16030
2010,Hungary,HU,Number of persons employed,Leather,3889.302247
2010,Hungary,HU,Number of persons employed,Liquid biofuels,92.28164306
2010,Hungary,HU,Number of persons employed,Paper,10944.625
2010,Hungary,HU,Number of persons employed,Rubber and bio-based plastics,1363.365386
2010,Hungary,HU,Number of persons employed,Tobacco,1079
2010,Hungary,HU,Number of persons employed,Total sectors,3732400
2010,Hungary,HU,Number of persons employed,Wood products,18476.42456
2010,Hungary,HU,Number of persons employed,Wood products and furniture,28382.90641
2010,Hungary,HU,Number of persons employed,Wooden furniture,9906.481851
2010,Ireland,IE,Number of persons employed,Agriculture,102240
2010,Ireland,IE,Number of persons employed,Beverage,2949
2010,Ireland,IE,Number of persons employed,Bio-based chemicals (excluding biofuels),128.644291
2010,Ireland,IE,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",6403.781081
2010,Ireland,IE,Number of persons employed,Bio-based pharmaceuticals,6192.997699
2010,Ireland,IE,Number of persons employed,Bio-based textile,460.2206011
2010,Ireland,IE,Number of persons employed,Bio-based textiles,965.0486166
2010,Ireland,IE,Number of persons employed,Bio-based wearing apparel,465.0975862
2010,Ireland,IE,Number of persons employed,Bioeconomy,169085.7299
2010,Ireland,IE,Number of persons employed,Bioethanol,0
2010,Ireland,IE,Number of persons employed,Fishing and Aquaculture,4290
2010,Ireland,IE,Number of persons employed,Food,38853
2010,Ireland,IE,Number of persons employed,"Food, beverage and tobacco",41802
2010,Ireland,IE,Number of persons employed,Forestry,4010
2010,Ireland,IE,Number of persons employed,Leather,39.73042924
2010,Ireland,IE,Number of persons employed,Liquid biofuels,0
2010,Ireland,IE,Number of persons employed,Paper,2652.375
2010,Ireland,IE,Number of persons employed,Rubber and bio-based plastics,82.13909082
2010,Ireland,IE,Number of persons employed,Total sectors,1925600
2010,Ireland,IE,Number of persons employed,Wood products,4406
2010,Ireland,IE,Number of persons employed,Wood products and furniture,6722.525204
2010,Ireland,IE,Number of persons employed,Wooden furniture,2316.525204
2010,Italy,IT,Number of persons employed,Agriculture,898200
2010,Italy,IT,Number of persons employed,Beverage,35763
2010,Italy,IT,Number of persons employed,Bio-based chemicals (excluding biofuels),9302.630016
2010,Italy,IT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",48608.43119
2010,Italy,IT,Number of persons employed,Bio-based electricity,806.1935207
2010,Italy,IT,Number of persons employed,Bio-based pharmaceuticals,33569.89234
2010,Italy,IT,Number of persons employed,Bio-based textile,64582.73745
2010,Italy,IT,Number of persons employed,Bio-based textiles,228450.6409
2010,Italy,IT,Number of persons employed,Bio-based wearing apparel,99069.1521
2010,Italy,IT,Number of persons employed,Biodiesel,1275.996302
2010,Italy,IT,Number of persons employed,Bioeconomy,1980354.359
2010,Italy,IT,Number of persons employed,Bioethanol,206.5903014
2010,Italy,IT,Number of persons employed,Fishing and Aquaculture,27600
2010,Italy,IT,Number of persons employed,Food,393810
2010,Italy,IT,Number of persons employed,"Food, beverage and tobacco",430747
2010,Italy,IT,Number of persons employed,Forestry,32000
2010,Italy,IT,Number of persons employed,Leather,64798.75135
2010,Italy,IT,Number of persons employed,Liquid biofuels,1482.586603
2010,Italy,IT,Number of persons employed,Paper,72330.875
2010,Italy,IT,Number of persons employed,Rubber and bio-based plastics,5735.908831
2010,Italy,IT,Number of persons employed,Tobacco,1174
2010,Italy,IT,Number of persons employed,Total sectors,22526900
2010,Italy,IT,Number of persons employed,Wood products,134712.6688
2010,Italy,IT,Number of persons employed,Wood products and furniture,240128.6316
2010,Italy,IT,Number of persons employed,Wooden furniture,105415.9628
2010,Latvia,LV,Number of persons employed,Agriculture,51430
2010,Latvia,LV,Number of persons employed,Beverage,2374
2010,Latvia,LV,Number of persons employed,Bio-based chemicals (excluding biofuels),1160.294759
2010,Latvia,LV,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",1985.855724
2010,Latvia,LV,Number of persons employed,Bio-based electricity,18.93943985
2010,Latvia,LV,Number of persons employed,Bio-based pharmaceuticals,791.5
2010,Latvia,LV,Number of persons employed,Bio-based textile,852.4191269
2010,Latvia,LV,Number of persons employed,Bio-based textiles,4839.369153
2010,Latvia,LV,Number of persons employed,Bio-based wearing apparel,3849.945609
2010,Latvia,LV,Number of persons employed,Biodiesel,0
2010,Latvia,LV,Number of persons employed,Bioeconomy,125104.3066
2010,Latvia,LV,Number of persons employed,Bioethanol,0
2010,Latvia,LV,Number of persons employed,Fishing and Aquaculture,1220
2010,Latvia,LV,Number of persons employed,Food,23164
2010,Latvia,LV,Number of persons employed,"Food, beverage and tobacco",25550
2010,Latvia,LV,Number of persons employed,Forestry,13520
2010,Latvia,LV,Number of persons employed,Leather,137.0044172
2010,Latvia,LV,Number of persons employed,Liquid biofuels,0
2010,Latvia,LV,Number of persons employed,Paper,1221.75
2010,Latvia,LV,Number of persons employed,Rubber and bio-based plastics,34.06096541
2010,Latvia,LV,Number of persons employed,Tobacco,12
2010,Latvia,LV,Number of persons employed,Total sectors,850700
2010,Latvia,LV,Number of persons employed,Wood products,21023.4907
2010,Latvia,LV,Number of persons employed,Wood products and furniture,25318.39233
2010,Latvia,LV,Number of persons employed,Wooden furniture,4294.901622
2010,Lithuania,LT,Number of persons employed,Agriculture,99670
2010,Lithuania,LT,Number of persons employed,Beverage,3740
2010,Lithuania,LT,Number of persons employed,Bio-based chemicals (excluding biofuels),461.1530904
2010,Lithuania,LT,Number of persons employed,"Bio-based chemicals, pharmaceuticals, plastics and rubber (excl. biofuels)",867.8926519
2010,Lithuania,LT,Number of persons employed,Bio-based electricity,76.11058431
2010,Lithuania,LT,Number of persons employed,Bio-based pharmaceuticals,338.1822444
2010,Lithuania,LT,Number of persons employed,Bio-based textile,3050.348111
